,answer
284,八点起床，吃住上班都在公司这一栋，想吃早餐就七点多起，不过我一般起不来，会睡到8.12分。然后打卡，洗脸刷牙，去电脑上操作十几分钟差不多一天主要的事就完成了，剩下的基本只要点几下鼠标，然后一整天刷淘宝抖音看电视。中午吃了饭还可以午休，可以到宿舍躺也可以在办公室沙发躺，五点多吃饭打卡下班，真的好咸鱼，我自己都非常鄙视自己每天太闲的感觉。想过换工作，但我找不到工资更高的了。至少在这个城市这个行业算很好的了，除非转行学别的。哎，先这么混着吧。我也不知道以后会怎么样。阿弥陀佛。当然了，由于每天在这一栋，又很偏，在工业区，根本认识不到人，脱单就成为一件艰难的事了，甚至开始动员亲戚介绍对象给我，然鹅她们都很烦我。要我自己找哈哈哈哈。
285,"光亮透过浅绿色的窗帘洒到了我的床边。
我睁开双眼，侧头关掉枕边还没有响铃的闹钟。
又做梦了啊，可是里面没有你，那这梦醒了也罢。
掀开被子，穿上拖鞋，打开桌子上昏黄色的台灯，照亮了我面前这一块小小的空间。
乱七八糟的头发，被我扎上了头绳。
拿上牙杯，我轻声走到卫生间，小心地关上门，她们还在安睡。
把挤了牙膏的牙刷塞到嘴里，漫不经心，上上下下，左左右右。
望着镜子，嘴边溢出的牙膏沫子，浅淡的眉色，浮肿的眼周。
不经意地撇了嘴角，低头漱口，嘴巴里面都是薄荷的麻麻的味道。
用几捧清水洗了脸，再小心地打开卫生间的门，放下牙杯，在台灯前坐下。
窸窸窣窣，是她们起床了啊，大家的一天都要开始了！
你的一天开始了吗？最熟悉的陌生人。
擦了脸，水，乳液，防晒霜，一层淡淡的散粉，眉笔描了眉，棕色的眼影，豆沙色的口红。
换上出门穿的衣服，穿上鞋子，整理好要带的东西，梳好头发，背上包，牵上狗子一起出门。
从七楼到一楼，一层又一层，似乎总也走不完。
出了14号楼的大门，路人都跟我们一样行色匆匆。
脚尖踢着路边掉落的松果。
我一下，狗子一下，一天从这样的沙雕欢乐开始。
松果终于还是偏离了松树，但是我的生活却没有偏离轨迹，没有你的日子，按部就班。
去买了早餐，标配一个茶叶蛋，一个包子。
拎着吃的走到安\复\广楼，坐下一边吃，一边看人民日报的新闻早班车，家事国事事事关心。
上课了，用手撑着下巴，看着老师\PPT\黑板，间或低头记笔记，间或把头靠在狗子肩上，间或打开手机耍耍。
一节又一节课就这样过去了。
11:35，是个吃饭的好时候。我理好包，跟狗子向春禾苑走去，那里的二楼是我们最终的去处。
路上，是我们讨论要吃几个菜的最好时机。
我：“我好饿啊，我要吃三个菜。”
狗子：“你也太布星了，我只吃十个菜。”
讨论的成果是，我们两个都只买了两个菜，大多时候还是一样的两个菜。一两米饭，一份青菜，一份咖喱鸡块\糖醋小排\海带……这是午饭的标配。
最近一段时间，王者荣耀迷了我和狗子的眼，排队的时候，吃饭的时候，一\二\三局火焰山是最好的选择。
哪里亮了点哪里，是王者荣耀所能带给我们最大的乐趣，也是我们可以为队友做的最大的贡献。
喂饱了自己，离开最喜欢的地方，在回宿舍的路上，你猜我们说的最多的话是什么？
“哦呦！”
“那可不咋滴！”
“可把你给星坏了！”
……
从一楼到七楼，一层又一层，似乎总也没有尽头。往往还没到六楼我就布星了……
钥匙被插到到了钥匙孔里，门被推开，浅绿色的窗帘被重新拉上，鞋子被换掉，衣服被脱掉，我被自己躺到了床上。
午睡前的最后一句话是：“狗子晚安。”
像早上一样起床，穿好衣服，理好包，带上晚上去屠猪馆的书，涂了豆沙色的口红。
在一楼楼梯口的镜子前静立三秒，看着镜中的自己，这是一天里的美丽时间啊！
下午的课大都比上午要无聊，这时，把“甜猪手”放在狗子的腿上是解放自己的最好选择。
“这道题大家做做看。”
“我们让这位同学回答一下。”
这是我对于下午的电工课最大的印象。我和狗子位置：
第一排的中间——>第一排的边上——>中间的后面。
尽管我们的位置在变化，可还是逃不过被问到：“这位同学来说说看”的命运。
最终还是逃离了，两个选课的非酋去蹭了zyh的课……
电工下课万岁，在没有一些破事打扰的情况下，屠猪馆九楼是我们最爱的另一个地方。
选了空位坐下，翻开书，戴上耳机，打开网易云，里面有一个我为你建的歌单——“想起”，美妙的学习，从美妙的音乐开始。
时间啊，它总是匆匆溜走。
从电脑的键盘上溜走、
从写字的笔尖溜走、
从饮水机的按钮上溜走、
从一首又一首歌中溜走、
从流体力学一个又一个冗长又繁复的公式里溜走、
从我想你的每分每秒里溜走……
嘉定晚上的月亮总是清明，或弯弯似你的下唇，或圆圆似你的眼睛。
怎么连月亮都是你的影子？微风吹来，吹散了你的影子，却送来了你的气息。
昏黄色的路灯将我和狗子的影子拉长，就像是热恋中的情人一样依偎在一起。
晚上的14号楼总是热闹的，一对对小情侣总是难分难舍，他们手拉着手，靠在一起说着甜甜的情话。
我和狗子也手拉着手，面不改色心不跳地路过这些粉红色的泡泡。
再一次爬上七楼，卸妆水擦去戴了一天的面具，莫名地，是一种松快。
洗澡的时候，我总是什么都不会想，放空自己，把手机的音乐调大，这是难得的惬意。
洗完澡，吹干头发，涂完乳液，睡觉前的这段时间，是我和狗子的王者时间。
她用菜鸡的大乔，我用垃圾的王昭君。
“啊啊啊，我怎么又又死了。”
“这个人，我都给他二技能，怎么不回家？”
“我就不信冻不住那个妲己。”
这是当代女大学生猪子和狗子的日常沙雕游戏时间。
啊，对了，我马上排位到白银了，有点开心！
晚上十一点过半，我们停止游戏，各自爬上床。
我：“儿子们晚安！”
狗子：“孙子们晚安！”
我：“曾孙子们晚安！”
我定好闹钟，闭上眼睛。
好想做梦啊，真希望梦里有你。
没有你的一天结束了，明天也将是没有你的一天！
晚安，X。
——转载自公众号：砾禾de小窝"
286,坐在“朋友”旁边，听着他们聊天，他们每个人都在尽力的让自己能够插得上话，似乎在说，我并不是融不入这个圈子的，看，我说了很多话。然后我在那儿坐着，几乎都不说话，会说的只是一些无关紧要的话，似乎很不屑，但是确实自己什么话都不想说，感觉很累，有些时候会有一阵孤独感袭上心头，感觉像是深海里的一头鲸鱼，不知道该如何，漫游在“自由”的海里。
287,"这是和我高三同学去玩另一个同学家hhh
感觉蛮好玩的
再加一个嘻嘻"
288,"最近辞职了，找了份挣零花钱的软文兼职.可把我自由坏了.作息颠倒，不太规律
十二点起床不要脸地吃妈妈做的饭，或许会刷碗
下午一点写稿子，人家写文章写小说叫做写稿，我一个写软文的也不要脸的说写稿
下午四点二十号启程接妹妹放学，她不开心了就给她唱上几句‘我有一头小毛驴我从来也不骑~’做为五音不全的小屌丝，前几天查了查歌词现在竟然可以全首唱下来了，走大街上我都想昂头大跨步，我自豪我得意哇~！
下午五点安全的把妹妹带回家，接着写稿或是看会书
傍晚六点再次不要脸的吃妈妈做的饭，或许会刷碗，因为没挣什么钱，还要妈妈养，所以每顿都自觉挺不要脸
晚上七点玩游戏，游戏太费时间，可上面的朋友真情实意，还舍不得抛掉游戏，过段时间或许会丢掉，想想就残忍，又不忍心了。
晚上十点结束游戏，看书看电影摘抄。 但最近这个时间是在写稿，‘写稿’在我这确实有些托大，因为兼职所写的软文很是随意，还达不到初中生作文水平，但我又妄想去学人家写文章，这个时间我说的写稿就是写文章，写的太不像样，也不晓得去哪学学，我咋这么笨呐，抠到凌晨几点几个小时或许才有几行字，脑瓜累的受不住就去床上翻手机准备睡觉了，看看电视翻翻知乎啥滴，就是现在我在写这个回答的阶段。也有时候写的很是倔，不写完自己不想睡觉，躺下也会忍不住爬起来。好不容易写完，又抠上几遍，十几遍的，琢磨着去投个稿？翻了半天看到征稿都写着什么类型什么类型，那我写的算是啥类型呢，是文章还是散文，还是嘛都不是..再看看人家发的文章，标题都是一大长串，‘你这么努力，却为何没成功？’....而我的就是故作深沉的两字三字四五字，瞅着贼文艺哇~~对比之下觉得算了算了，还是慢慢修炼，现在连当萌新都没资格，以后把标题修炼长了再来
眼睛觉得疼或者困得睁不开，就闭上了，在脑瓜里接着抠我那所谓的文章..哈哈，心比天高，人比猪懒。
报个日常作息也讲了这么多废话，今晚可能太闲了
就这样，乱七八糟的，一般到天亮精疲力尽，昏昏入睡
醒来又一天的十二点"
289,知乎最佛系单身青年 不解释
290,"来说说我周末平常的一天是怎么度过的。早上6点左右起来，发现突然有画画的灵感，起来画了两页画，洗漱后起来煮个粽子或者吃前一天买的面包做早餐，打开电视看看新闻然后继续画画。

中午出门吃个水饺或者麦当劳，然后看下午一点的电影超人总动员2.

回家继续画画，晚餐叫外卖。傍晚看一会世界杯，外卖叫绝味鸭脖配啤酒，伪球迷。
1:0的时候在吃鸭脖喝啤酒，吃着吃着就1：1了，怎么进球的？没看见。

以上是因为上周六不小心摔了一跤，把腿啊腰啊都摔坏了，无法出远门而度过的平凡的一个周末。
PS我喜欢画画，最近开始做手账了。

请关注我的微信公众号：梨子画室"
291,"起床
上班
加班
睡觉"
292,分享我日常颓废的一天。因为我考研二战了，所以现在考上还需要好几个月才开学。因为我的父母担心我的本专业在我毕业以后找不到工作，就让我去学了会计，那段时间每天都6点50起床，因为要去减肥中心减肥，我就只吃一个面包和一小杯红枣牛奶。然后走路去减肥，8点半走到培训班上会计课。中午不回家就在楼下的美食客吃饭，晚上5点30回家，玩手机，刷朋友圈也不聊天，11点多就无聊的睡了。现在课程要学完了，我除了去减肥，也就偶尔在家用电脑做做题目，然后就是无休止的刷手机，也没有跟我聊天跟我说话。因为父母工作的原因，我生活在一个我没有在那念过书的城市，没有朋友，因为我没有工作，我也没有钱。也没有生活。还有三个月开学，我要孤单的过三个月，希望明天开始我可以停止刷朋友圈，做些有意义的事。虽然我自己也不知道有意义的事情是什么，因为考研很久没没有看剧，也不想看剧了，很多时候觉得很孤独，也不有趣。说了这么多废话，我脸也擦好了，刷刷知乎，就该睡了，希望明天可以有有趣的事情发生。
293,"今年刚毕业，毕业后进入上海的一家国企，主要是制作机械之类的。
每天早上6：15起床，然后吃早饭。
7：00开早班会，大家有事儿没事儿的你一句我一句，领导是上海人，都说上海话，刚开始听不明白，听多了慢慢的就能猜出来了。
7:30开完会，大家在办公室坐一会，玩玩手机，或者看看今天要做的工作。
8:00或者8:30出办公室到厂房四处转转，看看有什么问题，然后和相关操作人员聊聊天。
10:00左右回到办公室，整理一下刚出去做的工作。
11:00吃饭，13:00上班。
14:00左右出门去厂房，16:00左右会到办公司处理文档工作，等着下班。
17:00吃饭，17:30加班，（每个月都有加班限制，听老员工说是公司是为了减少开支）
像我们这些刚来的加班是没有加班工资的，所以吃完下午饭就回到宿舍休息了。
晚上基本上就是在宿舍玩玩游戏，看看小说。
工资不高，到手3500左右，试用期六个月，不过包吃住，减少一部分负担吧。
同学有在建工的，一个月到手6000+，每天上班也很闲，就师傅带着四处逛逛，下午三四点就下班，或许是因为见习期吧，要求没那么高。申通地铁也不错，但是只要上海本地的。
最后建议还没毕业的学弟学妹们，好好学习，英语也不要觉得难学或者没意思不学，以后工作了可能会后悔的。创业什么的，要觉得靠谱了再去做。"
